station name,station latitude,station longitude,use_count
1 Ave & E 110 St,40.79232719997989,-73.93830000002298,21911
1 Ave & E 16 St,40.73221853002768,-73.9816555698931,136173
1 Ave & E 18 St,40.73381219198744,-73.9805442094803,96370
1 Ave & E 30 St,40.741443870017974,-73.97536082005512,85308
1 Ave & E 44 St,40.75001985998899,-73.96905301001154,59325
1 Ave & E 62 St,40.76122740003455,-73.96094022008002,80274
1 Ave & E 68 St,40.76500525004721,-73.9581849099888,115653
1 Ave & E 78 St,40.77140425996315,-73.95351659998283,77486
1 Ave & E 94 St,40.78172120000067,-73.94594000000488,29967
1 Pl & Clinton St,40.68095910001164,-73.99905708999641,17896
10 Hudson Yards,40.75295699999389,-74.00263999999886,9026
10 St & 5 Ave,40.66862730000534,-73.98700053000344,13020
10 St & 7 Ave,40.666207800005886,-73.98199885998677,19084
11 Ave & W 27 St,40.751395999994536,-74.00522600013136,116456
11 Ave & W 41 St,40.76030095995167,-73.99884221988839,93366
11 Ave & W 59 St,40.77152058458526,-73.99053648539312,90642
11 St & 35 Ave,40.762744199998465,-73.93911410000065,2439
11 St & 43 Ave,40.75190709999905,-73.94791190000193,2273
12 Ave & W 40 St,40.76087502010911,-74.0027766800391,167477
12 St & 4 Ave,40.668602999998335,-73.99043939999427,9767
14 St & 5 Ave,40.66628699997766,-73.98895053000703,20931
14 St & 7 Ave,40.66377900001591,-73.98396846000102,19880
19 St & 24 Ave,40.77745519999265,-73.92254029998331,10378
2 Ave & 36 St - Citi Bike HQ at Industry City,40.657088666688125,-74.00870203971863,16854
2 Ave & 9 St,40.6724811000002,-73.99331394000671,8642
2 Ave & E 104 St,40.78921049999128,-73.94370784003209,20936
2 Ave & E 122 St,40.80067210000228,-73.93489999999377,7622
2 Ave & E 31 St,40.74290901993198,-73.97706057991711,94759
2 Ave & E 55 St,40.75792020876711,-73.96638214588165,26234
2 Ave & E 96 St,40.783963599987224,-73.94716730004424,48328
2 Ave & E 99 St,40.786258600005496,-73.94552578998845,13596
21 St & 31 Dr,40.765899999998574,-73.93081900000104,11342
21 St & 36 Ave,40.760185299998156,-73.93627259999805,2774
21 St & 38 Ave,40.75763140000236,-73.93912240000411,2670
21 St & 43 Ave,40.75052534000123,-73.94594845000718,6025
21 St & Hoyt Ave S,40.77464499999809,-73.92370599999002,5805
21 St & Queens Plaza North,40.75325964000423,-73.94335787999486,14073
23 Ave & 27 St,40.77616499999773,-73.9153175000057,4716
24 Ave & 26 St,40.77459099999526,-73.9185440000056,8540
24 Ave & 29 St,40.772900000001464,-73.91614200000168,7564
24 St & 41 Ave,40.752708500004374,-73.93974049998538,10677
27 Ave & 4 St,40.77471749999805,-73.9337894000028,2257
27 Ave & 9 St,40.77398249999749,-73.93091340000358,4707
27 St & Hunter St,40.748499999991516,-73.94127499999217,10119
28 Ave & 35 St,40.767099999997534,-73.91698580001464,10334
28 Ave & 44 St,40.764089323502844,-73.9106512069702,4717
28 St & 36 Ave,40.75718600000226,-73.93271899999499,8250
28 St & 38 Ave,40.754875999995754,-73.93432600000278,8986
28 St & 40 Ave,40.75257579999805,-73.93642809999365,3875
28 St & 41 Ave,40.751047000015475,-73.93797000001332,18363
3 Ave & 14 St,40.66854550001166,-73.99333264001045,12813
3 Ave & E 100 St,40.78772139999846,-73.94728331000077,7455
3 Ave & E 112 St,40.795508000005206,-73.94160600000089,7639
3 Ave & E 62 St,40.76312584003151,-73.96526894998058,38273
3 Ave & E 71 St,40.768736870018444,-73.96119945000584,19368
3 Ave & E 72 St,40.76994260001426,-73.96060712000987,21381
3 Ave & E 95 St,40.78459679883859,-73.94968539476396,13147
3 Ave & Schermerhorn St,40.68683208001083,-73.97967720001823,20193
3 St & 3 Ave,40.67507050000128,-73.98775225998602,27968
3 St & 7 Ave,40.67038370001817,-73.97839676002171,27778
3 St & Hoyt St,40.67772869998957,-73.99364123001449,12729
3 St & Prospect Park West,40.66813199998996,-73.97363831005002,33263
30 Ave & 21 St,40.770374299996405,-73.92860779999108,4976
31 Ave & 14 St,40.76819999999661,-73.93226620000735,6787
31 Ave & 30 St,40.76469999999973,-73.92403120000337,11145
31 Ave & 34 St,40.76315399999791,-73.92082700001777,15271
31 Ave & Crescent St,40.765834600008915,-73.92654739998858,11493
31 Ave & Steinway St,40.76129389728886,-73.916916847229,11057
31 St & 23 Ave,40.77478780001255,-73.9125550999789,26149
31 St & 35 Ave,40.758204646974136,-73.92832159996033,10674
31 St & Astoria Blvd,40.769917599982776,-73.91840570000825,19429
31 St & Broadway,40.7615839999896,-73.92592100001693,22842
31 St & Hoyt Ave N,40.77115280000627,-73.9170073999884,11857
31 St & Newtown Ave,40.76754877999702,-73.92093345522879,478
31 St & Northern Blvd,40.75186951421425,-73.93349289894103,6775
31 St & Thomson Ave,40.74469737999712,-73.9354037499992,8415
32 St & 30 Ave,40.76642552704087,-73.92062902450563,16355
34 Ave & 13 St,40.76387530000293,-73.93648480000392,3251
34 Ave & 21 St,40.76281379999495,-73.93428619998944,7161
34 Ave & 38 St,40.756913000011835,-73.92163100000444,20142
34 St & 35 Ave,40.75693319999852,-73.92622310001181,11162
35 Ave & 10 St,40.763154819105765,-73.93985509872438,5177
35 Ave & 37 St,40.755732699996585,-73.92366109998643,12319
35 St & 34 Ave,40.7580583000041,-73.9242750999984,7323
35 St & Broadway,40.760338999988825,-73.9222427000053,10669
36 Ave & 10 St,40.76143760000708,-73.94112650001131,7956
37 Ave & 35 St,40.7531105999964,-73.92799170000664,7368
37 St & 24 Ave,40.77014770000022,-73.91209380001273,7184
39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977448414,-74.0106278657913,5759
4 Ave & 2 St,40.67461342248046,-73.98501142859459,12475
4 Ave & 9 St,40.67051349999441,-73.98876584998095,19403
40 Ave & 9 St,40.75741999999797,-73.94513300000098,3117
40 Ave & Crescent St,40.7535992020057,-73.9379560947418,212
43 St & Broadway,40.75772839999991,-73.91663680001022,11387
44 Dr & 21 St,40.74800000001346,-73.94609269997348,19122
44 Dr & Jackson Ave,40.747182340000805,-73.94326349999761,28031
45 Rd & 11 St,40.74708585999909,-73.94977234001158,21625
46 Ave & 5 St,40.74731000000576,-73.9545100000293,31964
47 Ave & 31 St,40.74299999999879,-73.93560999999535,7936
47 Ave & Skillman Ave,40.74375240997836,-73.94176483154297,467
48 Ave & 30 Pl,40.74128309355867,-73.93725872039794,4329
48 Ave & 5 St,40.74436328706034,-73.95587325096129,9485
49 Ave & 21 St,40.74252000000472,-73.94885199999636,7747
5 Ave & 3 St,40.672815499988246,-73.98352354998077,31357
5 Ave & E 103 St,40.79225530002855,-73.95249933003446,41431
5 Ave & E 126 St,40.80697999999536,-73.94174699998797,7751
5 Ave & E 29 St,40.74516770007067,-73.98683077003389,79001
5 Ave & E 63 St,40.766368000016065,-73.97151800000621,42749
5 Ave & E 73 St,40.77282817006668,-73.966852759947,89983
5 Ave & E 78 St,40.776321421840855,-73.96427392959596,69764
5 Ave & E 88 St,40.78306999992059,-73.9593900001576,93091
5 Ave & E 93 St,40.78578509997621,-73.95748100005565,31876
5 St & 51 Ave,40.74237370000035,-73.95659999999157,7400
5 St & 6 Ave,40.67048359999903,-73.98208968001254,13201
5 St & Market St,40.6999974843905,-73.97440128028394,3654
6 Ave & 12 St,40.66631810000079,-73.98546170000765,13482
6 Ave & 9 St,40.66812699998884,-73.98377641003914,23100
6 Ave & Canal St,40.72243796998057,-74.00566442991892,85194
6 Ave & Spring St,40.72525569520231,-74.00412082672119,79159
6 Ave & W 33 St,40.749012709897364,-73.98848394996995,151212
6 St & 7 Ave,40.66866269999028,-73.9798806699958,14932
7 St & 3 Ave,40.672602981503395,-73.98983001708984,12533
7 St & 5 Ave,40.67049219999222,-73.98541674997794,16740
8 Ave & W 16 St,40.740983,-74.00170200000001,1
8 Ave & W 31 St,40.75058534713249,-73.9946848154068,161769
8 Ave & W 33 St,40.75155100013365,-73.99393399992003,170583
8 Ave & W 52 St,40.76370739004678,-73.9851615000471,90100
8D Mobile 01,45.50626419100106,-73.56890559196472,156
8D OPS 01,40.66290776831685,-73.99972200393677,5
8D QC Station 01,45.506364054011385,-73.5694634914398,7
9 Ave & W 22 St,40.7454972999873,-74.00197139008539,121412
9 Ave & W 28 St,40.74937024195972,-73.99923384189607,52514
9 Ave & W 45 St,40.76019251998635,-73.99125509992534,116634
9 St & 44 Rd,40.7496599999976,-73.95209999999568,7351
Adam Clayton Powell Blvd & W 115 St,40.802535000008035,-73.95324229999211,10881
Adam Clayton Powell Blvd & W 118 St,40.80437199999658,-73.95147500000719,11319
Adam Clayton Powell Blvd & W 123 St,40.80783160000008,-73.94937299998345,14788
Adam Clayton Powell Blvd & W 126 St,40.809495347784036,-73.94776493310928,11962
Adelphi St & Myrtle Ave,40.69308257002161,-73.97178913000914,37223
Albany Ave & Fulton St,40.68001049999596,-73.93847499999593,4550
Allen St & Hester St,40.71605865994255,-73.99190759005467,88562
Allen St & Rivington St,40.72019576001756,-73.98997825009893,96036
Allen St & Stanton St,40.722054999909105,-73.98911099993013,105034
Amsterdam Ave & W 119 St,40.80862489998818,-73.959621400014,17581
Amsterdam Ave & W 125 St,40.81335800001041,-73.95646100001599,13099
Amsterdam Ave & W 66 St,40.77466710002794,-73.98470566999555,32974
Amsterdam Ave & W 73 St,40.779668090022064,-73.98093044757842,103618
Amsterdam Ave & W 79 St,40.78293910000464,-73.97865170004269,57983
Amsterdam Ave & W 82 St,40.785246720031274,-73.97667321003388,56429
Apache,40.66976709185003,-73.99474382400513,6
Astoria Park S & Shore Blvd,40.77669999999176,-73.92763100001845,10739
Atlantic Ave & Fort Greene Pl,40.683826040009485,-73.9763232800149,26955
Atlantic Ave & Furman St,40.69165182998706,-73.9999786000429,46749
Avenue D & E 12 St,40.7258061399952,-73.97422493995808,26248
Avenue D & E 3 St,40.72082833997519,-73.9779317200637,46094
Avenue D & E 8 St,40.723683610010625,-73.9757481299759,34310
Baltic St & 5 Ave,40.67957659998919,-73.97854971000855,30040
Bank St & Hudson St,40.736528890047005,-74.00618026004027,73613
Bank St & Washington St,40.7361967000152,-74.00859207005524,53146
Banker St & Meserole Ave,40.7260600000109,-73.95620999997799,31105
Barclay St & Church St,40.712912240040886,-74.0102023399074,92280
Barrow St & Hudson St,40.7317242799514,-74.00674435989161,122059
Bayard St & Baxter St,40.71602118001409,-73.9997437199615,69103
Bayard St & Leonard St,40.71915571695068,-73.94885390996933,17805
Bedford Ave & Bergen St,40.6763679999885,-73.95291800003027,17449
Bedford Ave & Nassau Ave,40.723116510036675,-73.9521232400717,53487
Bedford Ave & S 9 St,40.708530739997755,-73.96408963001423,10024
Bergen St & Flatbush Ave,40.680944723464634,-73.97567331790923,28949
Bergen St & Smith St,40.686744300027115,-73.99063168000423,72448
Bergen St & Vanderbilt Ave,40.679438799992774,-73.96804379998143,26317
Berkeley Pl & 6 Ave,40.67653039998197,-73.97846878997284,18693
Berkeley Pl & 7 Ave,40.67514683871227,-73.9752320945263,36217
Berry St & N 8 St,40.71900949999696,-73.9585251500573,51976
Bialystoker Pl & Delancey St,40.71622643999211,-73.98261205995576,34725
Bike Mechanics at Riis Room A,40.725225769382476,-73.97468617200501,2
Bike Mechanics at Riis Room B,40.67233267189711,-73.99706125259401,1
Boerum St & Broadway,40.70538077001364,-73.94976519001021,12546
Bond St & Bergen St,40.68496680001421,-73.98620771995387,26463
Bond St & Fulton St,40.689621887880506,-73.98304268717766,46893
Bressler,40.64653836709657,-74.0165877342224,340
Broad St & Bridge St,40.703651819984444,-74.01167796996126,26019
Broadway & 12 St,40.76680000000224,-73.93477739999348,7438
Broadway & Battery Pl,40.70463333989918,-74.01361706009224,95628
Broadway & Berry St,40.7104455400215,-73.96525062996119,42666
Broadway & E 14 St,40.73454567019403,-73.99074142010691,186960
Broadway & E 22 St,40.74034320004001,-73.989551089802,214752
Broadway & Moylan Pl,40.81432560001859,-73.95902550004642,26095
Broadway & Roebling St,40.70924826275982,-73.96063148975372,33048
Broadway & W 122 St,40.81205619999699,-73.96125469999772,11404
Broadway & W 25 St,40.742868773022956,-73.98918628692627,149804
Broadway & W 29 St,40.746200899977545,-73.98855722996072,118971
Broadway & W 32 St,40.74854861997949,-73.98808415984877,113473
Broadway & W 36 St,40.75097711000372,-73.98765427993442,78867
Broadway & W 37 St,40.75172632001243,-73.98753522991886,47438
Broadway & W 38 St,40.75299640993603,-73.98721619008883,75364
Broadway & W 41 St,40.75513556999392,-73.98658031985907,134505
Broadway & W 49 St,40.760683271029215,-73.98452728986742,124491
Broadway & W 51 St,40.762288259965025,-73.98336183000353,72417
Broadway & W 53 St,40.763440580068306,-73.98268128998532,75895
Broadway & W 56 St,40.765265400048534,-73.98192337994743,102764
Broadway & W 58 St,40.76695316999028,-73.98169333009095,123567
Broadway & W 60 St,40.769155049923626,-73.98191840994474,168326
Broadway & Whipple St,40.701665699996035,-73.9437302999784,15262
Brooklyn Bridge Park - Pier 2,40.69877999998516,-73.99711999997429,21539
Bus Slip & State St,40.70190700002686,-74.0139419999909,50364
Bushwick Ave & Powers St,40.71247660998125,-73.94100004998825,23098
Butler St & Court St,40.6849893999849,-73.99440329001122,18341
Cadman Plaza E & Red Cross Pl,40.69991754997786,-73.98971772996099,47818
Cadman Plaza E & Tillary St,40.695976829983564,-73.99014892004202,27030
Cadman Plaza West & Montague St,40.69383000000358,-73.9905389999435,39603
Cambridge Pl & Gates Ave,40.68487999999646,-73.96303999998042,15459
Canal St & Rutgers St,40.71427487011458,-73.98990024998808,102347
Carlton Ave & Dean St,40.680974100010275,-73.97100970001073,18782
Carlton Ave & Flushing Ave,40.69778699998876,-73.97373600001339,23950
Carlton Ave & Park Ave,40.69580704999123,-73.97355569000727,15987
Carmine St & 6 Ave,40.730385989937275,-74.00214987994013,162822
Carroll St & 5 Ave,40.67516220000105,-73.98148320003763,25470
Carroll St & 6 Ave,40.67408859998238,-73.97872820002334,24928
Carroll St & Bond St,40.678611499988484,-73.99037291996228,21577
Carroll St & Columbia St,40.68304559998838,-74.00348558998792,20563
Carroll St & Franklin Ave,40.66794109999632,-73.95879999999599,3695
Carroll St & Smith St,40.680610999989895,-73.99475825003006,38732
Carroll St & Washington Ave,40.668674399996576,-73.96181479999078,5771
Cathedral Pkwy & Broadway,40.80421299999606,-73.96699103996262,34388
Catherine St & Monroe St,40.71117444004103,-73.996826190029,46527
Center Blvd & 48 Ave,40.745038000007476,-73.95753900000237,16622
Center Blvd & Borden Ave,40.74161000001001,-73.96044000001734,11271
